time,open,high,low,close,tick_volume,spread,real_volume
2025-01-09 00:01:00,1.03132,1.03133,1.03132,1.03133,2,0,0
2025-01-09 00:01:00,1.03132,1.03133,1.03132,1.03132,3,0,0
2025-01-09 00:01:00,1.03132,1.03133,1.03132,1.03133,4,0,0
2025-01-09 00:01:00,1.03132,1.03133,1.03132,1.03133,4,0,0
2025-01-09 00:01:00,1.03132,1.03133,1.03132,1.03133,4,0,0
2025-01-09 00:01:00,1.03132,1.03133,1.03132,1.03133,4,0,0
2025-01-09 00:01:00,1.03132,1.03133,1.03132,1.03133,6,0,0
2025-01-09 00:02:00,1.03135,1.03135,1.03135,1.03135,1,71,0
2025-01-09 00:02:00,1.03135,1.03135,1.03135,1.03135,1,71,0
2025-01-09 00:02:00,1.03135,1.03135,1.03135,1.03135,1,71,0
2025-01-09 00:02:00,1.03135,1.03135,1.03135,1.03135,1,71,0
2025-01-09 00:02:00,1.03135,1.03137,1.03135,1.03137,2,58,0
2025-01-09 00:03:00,1.03148,1.03148,1.03142,1.03142,2,44,0
2025-01-09 00:03:00,1.03148,1.03148,1.03142,1.03142,2,19,0
2025-01-09 00:03:00,1.03148,1.03161,1.03133,1.03161,4,9,0
2025-01-09 00:03:00,1.03148,1.03162,1.03133,1.03161,6,8,0
2025-01-09 00:03:00,1.03148,1.03162,1.03133,1.03162,7,8,0
2025-01-09 00:03:00,1.03148,1.03162,1.03133,1.03162,7,8,0
2025-01-09 00:03:00,1.03148,1.03162,1.03133,1.03162,7,8,0
2025-01-09 00:04:00,1.03163,1.03163,1.03162,1.03162,2,9,0
2025-01-09 00:04:00,1.03163,1.03163,1.03158,1.03161,11,9,0
2025-01-09 00:04:00,1.03163,1.03163,1.03158,1.0316,12,9,0
2025-01-09 00:04:00,1.03163,1.03163,1.03158,1.0316,12,9,0
2025-01-09 00:04:00,1.03163,1.03163,1.03158,1.0316,12,9,0
2025-01-09 00:05:00,1.03161,1.03161,1.0316,1.03161,3,15,0
2025-01-09 00:05:00,1.03161,1.03161,1.0316,1.03161,3,15,0
2025-01-09 00:05:00,1.03161,1.03161,1.0316,1.0316,4,15,0
2025-01-09 00:05:00,1.03161,1.03161,1.0316,1.03161,5,13,0
2025-01-09 00:05:00,1.03161,1.03161,1.0316,1.03161,5,13,0
